label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,dist_thumb_index,dist_thumb_middle,dist_thumb_ring,dist_thumb_pinky,dist_index_middle,dist_index_ring,dist_index_pinky,dist_middle_ring,dist_middle_pinky,dist_ring_pinky
A,0.196064,-0.155315,-0.090374,0.322637,-0.481238,-0.109256,0.401539,-0.733574,-0.125935,0.490305,-0.871551,-0.118272,0.147661,-0.699491,0.009723,0.141952,-0.851806,-0.084496,0.154579,-0.611972,-0.120990,0.146072,-0.590175,-0.137660,0.000000,-0.681667,0.012577,-0.002258,-0.800081,-0.093960,0.050810,-0.520228,-0.106086,0.050167,-0.554790,-0.090232,-0.139062,-0.634615,-0.009137,-0.151776,-0.752959,-0.124499,-0.087521,-0.502350,-0.080787,-0.090693,-0.521734,-0.023353,-0.271004,-0.579644,-0.039433,-0.284367,-0.688332,-0.094523,-0.226601,-0.519635,-0.051571,-0.228618,-0.502617,-0.004601,0.444599,0.542272,0.678182,0.808060,0.102225,0.246459,0.384784,0.144687,0.283624,0.139243
A,0.202528,-0.153278,-0.093547,0.332354,-0.467019,-0.113023,0.411779,-0.723186,-0.129595,0.500384,-0.865804,-0.120444,0.150553,-0.683466,0.009725,0.143851,-0.841769,-0.084629,0.153091,-0.600895,-0.120941,0.140993,-0.587440,-0.138273,0.000000,-0.662313,0.014606,-0.001376,-0.788305,-0.094588,0.049206,-0.510711,-0.108409,0.042746,-0.551970,-0.094178,-0.139603,-0.616951,-0.005456,-0.155016,-0.745109,-0.121765,-0.091603,-0.497404,-0.077688,-0.101136,-0.523236,-0.020495,-0.271713,-0.566100,-0.034608,-0.291173,-0.676352,-0.088326,-0.229977,-0.509775,-0.045171,-0.232801,-0.494234,0.000951,0.454586,0.554909,0.692227,0.821964,0.104453,0.250496,0.385239,0.146723,0.281531,0.134822
A,0.199600,-0.158543,-0.090401,0.328099,-0.485706,-0.106077,0.405775,-0.732072,-0.118788,0.489718,-0.871881,-0.106139,0.147585,-0.703609,0.009898,0.141845,-0.849795,-0.081992,0.154019,-0.608471,-0.117233,0.143720,-0.593345,-0.133566,0.000000,-0.680037,0.014115,-0.003442,-0.800506,-0.091022,0.049567,-0.522011,-0.102739,0.045279,-0.557175,-0.086816,-0.138294,-0.630511,-0.006051,-0.151226,-0.752933,-0.117926,-0.087189,-0.505173,-0.073868,-0.095488,-0.525905,-0.016973,-0.269315,-0.575504,-0.035134,-0.286274,-0.688223,-0.086453,-0.227289,-0.522314,-0.042928,-0.231346,-0.506266,0.003616,0.444181,0.544578,0.679827,0.808460,0.104876,0.248533,0.385042,0.144198,0.281271,0.137270
A,0.197098,-0.152321,-0.093241,0.325916,-0.475089,-0.111343,0.406203,-0.729085,-0.126586,0.492257,-0.870450,-0.116312,0.149452,-0.699472,0.010807,0.144230,-0.849976,-0.083390,0.152486,-0.603473,-0.118894,0.142701,-0.585933,-0.134956,-0.000000,-0.677325,0.015541,-0.001178,-0.794005,-0.093113,0.050306,-0.508565,-0.106149,0.049739,-0.548852,-0.090613,-0.140095,-0.629386,-0.004755,-0.155083,-0.747793,-0.122569,-0.088589,-0.492259,-0.079634,-0.090342,-0.518165,-0.022316,-0.272521,-0.575658,-0.033810,-0.291264,-0.682504,-0.089769,-0.232202,-0.510915,-0.047492,-0.233520,-0.497818,-0.001081,0.450710,0.547035,0.680827,0.815847,0.100085,0.242697,0.386402,0.143403,0.287819,0.144616
A,0.196862,-0.163700,-0.089454,0.327475,-0.480636,-0.106796,0.410976,-0.726906,-0.121690,0.498632,-0.866814,-0.112220,0.147840,-0.698810,0.013406,0.151282,-0.842355,-0.077353,0.155541,-0.609914,-0.114588,0.141657,-0.599197,-0.132848,0.000000,-0.678273,0.018074,0.002720,-0.794970,-0.085453,0.048631,-0.524065,-0.100468,0.045273,-0.562946,-0.088292,-0.139420,-0.629963,-0.001054,-0.147924,-0.750421,-0.112550,-0.087985,-0.506986,-0.070730,-0.095564,-0.529942,-0.015759,-0.269711,-0.575852,-0.028593,-0.280408,-0.687543,-0.079017,-0.225606,-0.525148,-0.035545,-0.233610,-0.511092,0.010593,0.446150,0.545774,0.683046,0.814074,0.102976,0.247124,0.385471,0.144653,0.283663,0.139327
A,0.199026,-0.157674,-0.091911,0.328668,-0.472726,-0.110718,0.412045,-0.723742,-0.127134,0.498208,-0.867058,-0.118618,0.149271,-0.690840,0.011977,0.150960,-0.842943,-0.080756,0.157703,-0.606312,-0.116498,0.142178,-0.590843,-0.132915,0.000000,-0.671121,0.017186,0.004814,-0.790900,-0.089752,0.051930,-0.517371,-0.103070,0.042560,-0.557856,-0.088283,-0.139738,-0.625595,-0.002299,-0.147515,-0.744487,-0.117469,-0.087020,-0.500650,-0.074804,-0.098798,-0.526586,-0.017894,-0.271240,-0.574420,-0.030484,-0.282026,-0.683826,-0.082752,-0.226075,-0.520860,-0.039554,-0.236298,-0.507744,0.007107,0.450613,0.550655,0.687268,0.817683,0.104937,0.249396,0.387491,0.144775,0.283325,0.138785
A,0.204745,-0.156192,-0.088620,0.333360,-0.473110,-0.105341,0.409643,-0.728277,-0.120249,0.495536,-0.868587,-0.110790,0.147110,-0.683123,0.017338,0.140409,-0.841278,-0.076030,0.151464,-0.601229,-0.114632,0.145557,-0.578176,-0.132395,0.000000,-0.659088,0.022035,-0.002739,-0.783686,-0.083375,0.046689,-0.507921,-0.099843,0.048217,-0.541469,-0.087891,-0.137709,-0.612339,0.002523,-0.151028,-0.739563,-0.110767,-0.089655,-0.490269,-0.069415,-0.091712,-0.508086,-0.013839,-0.267870,-0.561976,-0.025162,-0.282820,-0.677774,-0.075003,-0.227244,-0.509144,-0.029897,-0.231053,-0.490997,0.017610,0.454779,0.554166,0.689073,0.818845,0.104031,0.247405,0.386569,0.143857,0.283795,0.140385
A,0.201030,-0.161983,-0.085892,0.332768,-0.484161,-0.098241,0.411059,-0.730622,-0.108752,0.494589,-0.869127,-0.094266,0.148682,-0.700907,0.020200,0.150514,-0.840104,-0.071627,0.157985,-0.602069,-0.107834,0.142720,-0.593025,-0.124717,0.000000,-0.676655,0.022699,0.001644,-0.795799,-0.083557,0.051484,-0.514797,-0.096754,0.044396,-0.553545,-0.081564,-0.138055,-0.626874,0.000489,-0.148044,-0.746734,-0.115558,-0.083746,-0.495400,-0.073833,-0.091292,-0.519527,-0.017016,-0.269463,-0.572709,-0.029909,-0.287437,-0.686824,-0.083177,-0.225916,-0.518044,-0.040152,-0.226531,-0.500363,0.006530,0.447263,0.549787,0.682259,0.809938,0.105954,0.245283,0.380700,0.139888,0.276098,0.136589
A,0.200949,-0.160038,-0.086427,0.334691,-0.480234,-0.102976,0.418466,-0.724722,-0.117875,0.506561,-0.862204,-0.108319,0.145852,-0.696467,0.007294,0.162438,-0.844459,-0.084606,0.164177,-0.607080,-0.119772,0.139619,-0.593947,-0.136081,0.000000,-0.677507,0.009165,0.012033,-0.793330,-0.095722,0.056743,-0.519467,-0.106532,0.042456,-0.556271,-0.090767,-0.137239,-0.629011,-0.012552,-0.139712,-0.752159,-0.123890,-0.079596,-0.506906,-0.077746,-0.094951,-0.528363,-0.019737,-0.267461,-0.573564,-0.042968,-0.276219,-0.692307,-0.093315,-0.218737,-0.530468,-0.047899,-0.228694,-0.512516,-0.000114,0.454542,0.555868,0.687944,0.814176,0.104212,0.243566,0.377208,0.140212,0.274658,0.134679
A,0.201360,-0.160719,-0.091234,0.329380,-0.474954,-0.110494,0.411180,-0.724296,-0.127383,0.499929,-0.866067,-0.120415,0.152549,-0.697866,0.014671,0.150159,-0.843372,-0.077388,0.158801,-0.603991,-0.115753,0.145441,-0.587655,-0.134803,0.000000,-0.678957,0.018900,0.001811,-0.793494,-0.087705,0.051057,-0.518914,-0.104064,0.046884,-0.552192,-0.091956,-0.141712,-0.631042,-0.001180,-0.151537,-0.748104,-0.116914,-0.088309,-0.500267,-0.075785,-0.093032,-0.520761,-0.020178,-0.274274,-0.575940,-0.029668,-0.286126,-0.684981,-0.083692,-0.226613,-0.515460,-0.040142,-0.228545,-0.498108,0.006751,0.450749,0.551151,0.686176,0.816130,0.104744,0.247677,0.384558,0.143402,0.280689,0.137394
A,0.200528,-0.159073,-0.087472,0.330192,-0.479425,-0.103374,0.411833,-0.728482,-0.117810,0.499527,-0.866298,-0.108121,0.146839,-0.700269,0.017466,0.153495,-0.842669,-0.076184,0.156881,-0.606190,-0.114751,0.140259,-0.583896,-0.132399,0.000000,-0.680519,0.019744,0.007138,-0.790323,-0.086643,0.050825,-0.518277,-0.102020,0.045238,-0.549673,-0.088393,-0.139474,-0.632767,-0.002647,-0.144814,-0.746012,-0.116367,-0.088374,-0.502670,-0.075560,-0.096233,-0.524955,-0.020162,-0.271940,-0.577946,-0.033555,-0.280009,-0.682985,-0.085182,-0.228518,-0.519397,-0.042723,-0.238127,-0.509197,0.003279,0.456973,0.553742,0.686619,0.819545,0.100996,0.243727,0.385689,0.143614,0.286241,0.142766
A,0.197826,-0.150981,-0.092536,0.324153,-0.475680,-0.114298,0.404002,-0.728776,-0.133013,0.490794,-0.871276,-0.127531,0.146550,-0.695781,-0.000320,0.140134,-0.848405,-0.092217,0.151203,-0.605303,-0.126528,0.145173,-0.582557,-0.142979,0.000000,-0.679839,0.003539,-0.001787,-0.796028,-0.101557,0.048374,-0.516611,-0.113200,0.050776,-0.549298,-0.098537,-0.138682,-0.632874,-0.016036,-0.153059,-0.749784,-0.128670,-0.092346,-0.500340,-0.083298,-0.093323,-0.519241,-0.026827,-0.269620,-0.576861,-0.044282,-0.285596,-0.684165,-0.098203,-0.231312,-0.516222,-0.054317,-0.233187,-0.501222,-0.007897,0.450347,0.545239,0.681997,0.813073,0.100085,0.246757,0.387003,0.147200,0.288003,0.141020
A,0.196898,-0.154441,-0.087803,0.328587,-0.480151,-0.104413,0.410788,-0.729595,-0.119020,0.497831,-0.867274,-0.108948,0.147210,-0.694870,0.006356,0.154230,-0.848488,-0.085596,0.159421,-0.604025,-0.118553,0.141882,-0.586311,-0.133179,0.000000,-0.676025,0.008595,0.005701,-0.796342,-0.096811,0.054042,-0.513669,-0.106501,0.046715,-0.549595,-0.089377,-0.138564,-0.628475,-0.012911,-0.145605,-0.752833,-0.126093,-0.083367,-0.500478,-0.079437,-0.092336,-0.521936,-0.020697,-0.270084,-0.573961,-0.042907,-0.281504,-0.692013,-0.094989,-0.223547,-0.523748,-0.049277,-0.229264,-0.503929,-0.001099,0.453475,0.551747,0.683780,0.812827,0.102004,0.242904,0.380180,0.141775,0.279733,0.138108
A,0.197656,-0.158769,-0.086818,0.327534,-0.477621,-0.105594,0.410629,-0.726696,-0.124343,0.496811,-0.867859,-0.119464,0.146841,-0.692530,0.018162,0.147604,-0.844896,-0.076691,0.153970,-0.608688,-0.115517,0.143387,-0.577715,-0.133197,0.000000,-0.677216,0.019250,0.003531,-0.789950,-0.087829,0.047784,-0.517939,-0.103735,0.047340,-0.546394,-0.090821,-0.138942,-0.630587,-0.004267,-0.147757,-0.745702,-0.119478,-0.091451,-0.501237,-0.078113,-0.093039,-0.516298,-0.022271,-0.271115,-0.574027,-0.036149,-0.284442,-0.684092,-0.090862,-0.230698,-0.520030,-0.048758,-0.230952,-0.503002,-0.002548,0.457266,0.552597,0.686672,0.814100,0.101025,0.244273,0.381722,0.143569,0.281655,0.138553
A,0.196915,-0.158113,-0.090046,0.325915,-0.475547,-0.109616,0.407959,-0.727080,-0.127310,0.495084,-0.868845,-0.121026,0.146263,-0.694869,0.013549,0.145434,-0.843257,-0.079898,0.155021,-0.612258,-0.117008,0.144389,-0.591330,-0.133718,0.000000,-0.674325,0.016588,0.000514,-0.788760,-0.089106,0.049452,-0.518533,-0.103003,0.047269,-0.553343,-0.088564,-0.138272,-0.626780,-0.004978,-0.149791,-0.742761,-0.119905,-0.088943,-0.502157,-0.079164,-0.092715,-0.526540,-0.023702,-0.270315,-0.571573,-0.034890,-0.282721,-0.683179,-0.088600,-0.229182,-0.519731,-0.045757,-0.235285,-0.505322,0.000993,0.447215,0.547795,0.680206,0.815836,0.104284,0.245796,0.389294,0.142527,0.286606,0.144140
A,0.199133,-0.158611,-0.086960,0.332100,-0.475553,-0.104140,0.414421,-0.724611,-0.120394,0.499952,-0.866053,-0.112559,0.146613,-0.689945,0.014331,0.152471,-0.846812,-0.080531,0.155147,-0.610682,-0.118034,0.141855,-0.582071,-0.134142,-0.000000,-0.670694,0.017470,0.007876,-0.793170,-0.090401,0.048841,-0.517986,-0.104220,0.043699,-0.544609,-0.089165,-0.138698,-0.624806,-0.003719,-0.144730,-0.748386,-0.118498,-0.090747,-0.502577,-0.075351,-0.098452,-0.517674,-0.017822,-0.269538,-0.571658,-0.033118,-0.279336,-0.689209,-0.084650,-0.227300,-0.524229,-0.040154,-0.234908,-0.505742,0.007490,0.457033,0.558116,0.692427,0.818439,0.105063,0.248786,0.384417,0.144680,0.281305,0.136977
A,0.200946,-0.160417,-0.085207,0.334939,-0.477432,-0.100787,0.417544,-0.723299,-0.115936,0.502276,-0.864708,-0.107030,0.148661,-0.693608,0.019879,0.155252,-0.838623,-0.072905,0.163898,-0.603499,-0.110353,0.148174,-0.584341,-0.127550,-0.000000,-0.675421,0.021594,0.005385,-0.791025,-0.085218,0.055177,-0.518982,-0.099762,0.047048,-0.552844,-0.085621,-0.139400,-0.627232,-0.001079,-0.146810,-0.746044,-0.115398,-0.085788,-0.502497,-0.073009,-0.097520,-0.521879,-0.016075,-0.271299,-0.572671,-0.031994,-0.283129,-0.683921,-0.083643,-0.227016,-0.521333,-0.039856,-0.236783,-0.507257,0.007427,0.451656,0.551808,0.690859,0.820962,0.105918,0.253510,0.392599,0.147846,0.287468,0.140028
A,0.204699,-0.157333,-0.087740,0.335802,-0.476035,-0.104714,0.416253,-0.724837,-0.119991,0.503380,-0.864065,-0.110631,0.150171,-0.694364,0.012637,0.151001,-0.843839,-0.080037,0.160138,-0.602337,-0.116692,0.146477,-0.586712,-0.133755,0.000000,-0.673530,0.015596,0.002975,-0.791392,-0.089811,0.052621,-0.513508,-0.103129,0.046999,-0.549764,-0.088803,-0.140548,-0.626059,-0.005464,-0.148297,-0.746297,-0.118505,-0.085961,-0.498631,-0.074689,-0.095181,-0.520580,-0.017587,-0.273159,-0.573101,-0.034863,-0.284677,-0.686912,-0.084800,-0.227840,-0.523568,-0.039482,-0.235252,-0.509251,0.008327,0.452001,0.554138,0.690114,0.819433,0.106118,0.250544,0.389509,0.145145,0.285144,0.140528
A,0.200342,-0.162437,-0.087273,0.328786,-0.479097,-0.104430,0.407797,-0.728979,-0.120605,0.494458,-0.869202,-0.112686,0.146785,-0.692489,0.017200,0.147288,-0.842016,-0.075914,0.154680,-0.608203,-0.114844,0.143597,-0.592163,-0.133401,0.000000,-0.670078,0.019962,0.001801,-0.792021,-0.085918,0.048445,-0.519874,-0.101491,0.046237,-0.554853,-0.089339,-0.138667,-0.621627,-0.001468,-0.150520,-0.749499,-0.115681,-0.090630,-0.503820,-0.073148,-0.095098,-0.520563,-0.016982,-0.269222,-0.566139,-0.031273,-0.286649,-0.685614,-0.083869,-0.229586,-0.522717,-0.039828,-0.231604,-0.503124,0.007133,0.447050,0.547464,0.684927,0.813129,0.104264,0.249202,0.385621,0.145435,0.282615,0.137616
